結構ずっと見入っちゃった。ずっと裁かれてる気分になったし、何が事実で何を信用して良いのかわからないなって混乱しまくった。ただのサスペンスではなく、もっと家族とか、夫婦とかの話なんだと思ったり。
なっっっがい検察、グッドヴィランでした👍Life is very complicatedやね
落下から始まり解剖されるのは生々しい夫婦関係と苦悩だった。抑揚のない法廷劇で面白い人と退屈に別れると思う。私は面白かった。
ミステリーかと思いきや、法廷を舞台にした人間ドラマ！2時間半！長かった！男の転落死の現場について、第三者の証言が存在しないというのがこの作品の肝だった。白黒はっきり決まる手掛かりがないため、それ…>>続きを読む
サスペンスかと思ったら大間違いだった！これだから前情報なしで見る映画は面白い。裁判の様子を描いていくストーリー。何が真実なのか？曖昧に終わっていくのがちょうど良いのか、それこそ小説家にしてやられ…>>続きを読む
ちょっと長い…くどい…と思ってしまったお父さんは何がしたかったんだろうか妻の視点でも息子の視点でもしんどい死に方すぎて、自分の死を持って何を伝えたかったの…？自分本位すぎるただタイトルの付…>>続きを読む
雪山の殺人！ファーゴ！！とサスペンス系を期待して見ると、実はなかなかの法廷もので長さも含めてやや退屈タイムありw 壊れた家族のバランスをつなぎとめる、健気な子供＆犬（名演！！）本当に悪いのは誰なのか…>>続きを読む
冗長だった。でも観てよかった。両親どちらかを悪者にしなきゃいけないのはしんどい
『落下の解剖学』ってすごい邦題だなサスペンス要素強めかと思ってたら、それより人の心理の移り変わりというか、、犬演技すごすぎって事前に観ててたしかに🐕と思ったけど、それ以上に子役の子凄すぎた
普段サスペンスは映画館で見ないんですけど、中盤からの法廷での証拠提出バトルのドライブ感が最高で、まさに傍聴席に座る野次馬の如く見入ってしまいました。主人公のサンドラに意図的に感情移入させないように…>>続きを読む
